Date,AROON_down_3,AROON_up_3,AROON_down_6,AROON_up_6,AROON_down_9,AROON_up_9,AROON_down_12,AROON_up_12,AROON_down_18,AROON_up_18,AROON_down_24,AROON_up_24,AROON_down_30,AROON_up_30
2014-08-11,100.0,0.0,100.0,0.0,0.0,33.33333333333333,0.0,50.0,0.0,66.66666666666666,25.0,75.0,13.333333333333334,80.0
2014-08-12,66.66666666666667,0.0,83.33333333333334,33.333333333333336,0.0,22.22222222222222,0.0,41.66666666666667,0.0,61.11111111111111,20.833333333333336,70.83333333333334,10.0,76.66666666666667
2014-08-13,100.0,0.0,100.0,16.666666666666668,100.0,11.11111111111111,8.333333333333334,33.333333333333336,16.666666666666664,55.55555555555556,16.666666666666668,66.66666666666667,6.666666666666667,73.33333333333334
2014-08-14,100.0,0.0,100.0,0.0,100.0,0.0,0.0,25.0,11.11111111111111,50.0,12.5,62.50000000000001,3.3333333333333335,70.0
2014-08-15,100.0,100.0,100.0,0.0,100.0,22.22222222222222,100.0,16.666666666666668,5.555555555555555,44.44444444444444,8.333333333333334,58.333333333333336,0.0,66.66666666666667
2014-08-18,66.66666666666667,66.66666666666667,83.33333333333334,0.0,88.88888888888889,11.11111111111111,91.66666666666667,8.333333333333334,0.0,38.888888888888886,4.166666666666667,54.16666666666667,23.333333333333336,63.333333333333336
2014-08-19,33.333333333333336,33.333333333333336,66.66666666666667,0.0,77.77777777777777,0.0,83.33333333333334,0.0,0.0,33.33333333333333,0.0,50.0,20.0,60.0
2014-08-20,100.0,0.0,100.0,50.0,100.0,0.0,100.0,16.666666666666668,100.0,27.77777777777778,0.0,45.833333333333336,16.666666666666668,56.66666666666667
2014-08-21,100.0,100.0,100.0,33.333333333333336,100.0,0.0,100.0,8.333333333333334,100.0,22.22222222222222,12.5,41.66666666666667,13.333333333333334,53.333333333333336
2014-08-22,100.0,66.66666666666667,100.0,16.666666666666668,100.0,0.0,100.0,0.0,100.0,16.666666666666664,8.333333333333334,37.5,10.0,50.0
2014-08-25,100.0,33.333333333333336,100.0,0.0,100.0,33.33333333333333,100.0,0.0,100.0,11.11111111111111,100.0,33.333333333333336,6.666666666666667,46.66666666666667
2014-08-26,66.66666666666667,0.0,83.33333333333334,50.0,88.88888888888889,22.22222222222222,91.66666666666667,0.0,94.44444444444444,5.555555555555555,95.83333333333334,29.166666666666668,3.3333333333333335,43.333333333333336
2014-08-27,33.333333333333336,0.0,66.66666666666667,33.333333333333336,77.77777777777777,11.11111111111111,83.33333333333334,0.0,88.88888888888889,0.0,91.66666666666667,25.0,0.0,40.0
2014-08-28,0.0,100.0,50.0,16.666666666666668,66.66666666666666,0.0,75.0,25.0,83.33333333333333,11.11111111111111,87.5,20.833333333333336,0.0,36.66666666666667
2014-08-29,0.0,66.66666666666667,33.333333333333336,0.0,55.55555555555556,33.33333333333333,66.66666666666667,16.666666666666668,77.77777777777777,5.555555555555555,83.33333333333334,16.666666666666668,86.66666666666667,33.333333333333336
